line_number,trans_date_trans_time,merchant,category,amt,gender,city,state,city_pop,job,unix_time,is_fraud,age
862,2019-02-01 01:16:15,fraud_Prohaska-Murray,gas_transport,78.11,M,Egan,LA,1261,Broadcast presenter,1328058975,0,52
863,2019-02-01 02:20:43,fraud_Rodriguez Group,gas_transport,64.23,F,Mendon,UT,2078,"Scientist, audiological",1328062843,0,61
864,2019-02-01 03:27:48,fraud_Auer-Mosciski,grocery_pos,37.94,M,Espanola,NM,18408,Historic buildings inspector/conservation officer,1328066868,0,52
865,2019-02-01 04:34:19,fraud_O'Keefe-Hudson,grocery_pos,49.96,M,Milwaukee,WI,817312,"Accountant, chartered public finance",1328070859,0,20
866,2019-02-01 05:54:26,fraud_Bins-Tillman,entertainment,140.73,F,Louisville,KY,736284,Engineering geologist,1328075666,0,72
867,2019-02-01 06:59:55,"fraud_Rowe, Batz and Goodwin",grocery_pos,127.07,M,Kent,OR,60,Museum education officer,1328079595,0,82
868,2019-02-01 08:21:33,fraud_Klein Group,entertainment,4.54,M,North Augusta,SC,46944,Secondary school teacher,1328084493,0,82
869,2019-02-01 09:41:51,fraud_Cummings LLC,gas_transport,64.72,F,Spirit Lake,ID,4161,Production manager,1328089311,0,67
870,2019-02-01 11:00:56,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,106.47,M,Norman,AR,1383,Magazine features editor,1328094056,0,58
871,2019-02-01 12:13:57,fraud_Jacobi Inc,health_fitness,69.37,F,Roma,TX,18128,IT trainer,1328098437,0,34
872,2019-02-01 13:03:00,"fraud_Langosh, Wintheiser and Hyatt",food_dining,9.37,F,Center Point,WV,255,Chief Executive Officer,1328101380,0,53
873,2019-02-01 13:53:54,fraud_Pfeffer and Sons,shopping_pos,3.68,M,Wauchula,FL,14742,Teaching laboratory technician,1328104434,0,31
874,2019-02-01 14:43:08,fraud_Pacocha-Weissnat,kids_pets,20.71,M,Keller,TX,95035,Probation officer,1328107388,0,37
875,2019-02-01 15:35:45,fraud_Frami Group,entertainment,37.65,F,Keisterville,PA,184,Systems developer,1328110545,0,79
876,2019-02-01 16:31:39,fraud_Breitenberg-Hermiston,kids_pets,64.96,F,Steuben,ME,1131,Make,1328113899,0,65
877,2019-02-01 17:24:46,fraud_Howe PLC,entertainment,1.72,F,Stephensport,KY,344,Chartered public finance accountant,1328117086,0,57
878,2019-02-01 18:07:40,fraud_Nader-Maggio,personal_care,17.31,F,Roma,TX,18128,IT trainer,1328119660,0,34
879,2019-02-01 18:57:14,fraud_Kulas Group,health_fitness,78.86,M,San Antonio,TX,1595797,Exhibition designer,1328122634,0,48
880,2019-02-01 19:41:01,fraud_Kuphal-Toy,food_dining,9.16,F,Sutherland,NE,1789,Insurance broker,1328125261,0,42
881,2019-02-01 20:23:21,fraud_Ankunding-Carroll,travel,4.55,M,Washington,DC,601723,"Optician, dispensing",1328127801,0,54
882,2019-02-01 21:17:45,fraud_Cruickshank-Mills,entertainment,26.21,M,San Diego,CA,1241364,Comptroller,1328131065,0,37
883,2019-02-01 22:04:26,"fraud_Hahn, Bahringer and McLaughlin",personal_care,8.37,M,Hudson,NY,17867,Travel agency manager,1328133866,0,26
884,2019-02-01 22:53:18,"fraud_Mante, Luettgen and Hackett",health_fitness,73.03,M,Fayetteville,NC,238602,"Scientist, research (maths)",1328136798,0,31
885,2019-02-01 23:43:28,fraud_White and Sons,home,57.37,F,Randolph,MN,1201,Barrister,1328139808,0,44
886,2019-02-02 00:49:13,fraud_Auer-Mosciski,grocery_pos,39.87,M,Romulus,MI,31515,Police officer,1328143753,0,53
887,2019-02-02 02:10:47,fraud_Mante Group,misc_net,13.0,F,Laguna Hills,CA,45303,Sales executive,1328148647,0,54
888,2019-02-02 03:23:00,fraud_Deckow-O'Conner,grocery_pos,136.28,F,O Brien,TX,178,Warden/ranger,1328152980,0,41
889,2019-02-02 04:27:29,fraud_McCullough Group,grocery_net,40.97,F,Jay,FL,5719,Higher education careers adviser,1328156849,0,30
890,2019-02-02 05:47:36,"fraud_Casper, Hand and Zulauf",grocery_pos,138.55,M,Holliday,TX,2317,Chief Technology Officer,1328161656,0,60
891,2019-02-02 07:03:31,fraud_Dibbert and Sons,entertainment,44.61,M,Belmond,IA,3032,Community pharmacist,1328166211,0,60
892,2019-02-02 08:24:25,"fraud_Reilly, Heaney and Cole",gas_transport,68.72,F,Ronceverte,WV,4575,Statistician,1328171065,0,33
893,2019-02-02 09:40:12,"fraud_Robel, Cummerata and Prosacco",gas_transport,59.67,M,Mount Hope,AL,1312,"Librarian, academic",1328175612,0,69
894,2019-02-02 10:51:56,"fraud_Rowe, Batz and Goodwin",grocery_pos,216.89,F,Lebanon,VA,9521,"Teacher, English as a foreign language",1328179916,0,47
895,2019-02-02 12:10:03,fraud_Graham and Sons,health_fitness,10.28,F,Cromona,KY,502,Chief Financial Officer,1328184603,0,64
896,2019-02-02 13:06:54,"fraud_Zemlak, Tillman and Cremin",personal_care,45.69,F,Vero Beach,FL,105638,"Librarian, public",1328188014,0,38
897,2019-02-02 13:59:44,fraud_Bins-Tillman,entertainment,60.38,F,University,MS,4198,Curator,1328191184,0,23
898,2019-02-02 14:48:34,fraud_Donnelly LLC,entertainment,84.72,M,Sula,MT,218,"Therapist, horticultural",1328194114,0,29
899,2019-02-02 15:48:49,"fraud_Cormier, Stracke and Thiel",entertainment,50.99,F,Loami,IL,1213,English as a foreign language teacher,1328197729,0,33
900,2019-02-02 16:43:19,fraud_Kozey-McDermott,travel,1.33,F,Heart Butte,MT,743,Water engineer,1328200999,0,52
901,2019-02-02 17:18:59,fraud_Pagac LLC,shopping_pos,7.99,F,Brandon,VT,5895,"Scientist, marine",1328203139,0,49
902,2019-02-02 18:16:48,fraud_Hills-Witting,shopping_net,7.67,M,Moriarty,NM,7268,"Therapist, art",1328206608,0,36
903,2019-02-02 19:02:02,"fraud_Bahringer, Schoen and Corkery",shopping_pos,14.32,F,Grandview,TX,5875,"Radiographer, therapeutic",1328209322,0,32
904,2019-02-02 19:48:30,fraud_Dickinson Ltd,personal_care,57.49,F,Cascade Locks,OR,1288,Barrister,1328212110,0,88
905,2019-02-02 20:32:56,"fraud_Weber, Thiel and Hammes",kids_pets,44.41,M,Harborcreek,PA,2518,Event organiser,1328214776,0,78
906,2019-02-02 21:17:55,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,9.21,F,Alpharetta,GA,165556,Prison officer,1328217475,0,26
907,2019-02-02 22:05:32,fraud_Corwin-Romaguera,travel,1.28,M,Scarborough,ME,18760,Make,1328220332,0,91
908,2019-02-02 22:54:46,fraud_Stoltenberg-Beatty,shopping_pos,16.44,F,Littleton,CO,320420,Water engineer,1328223286,0,49
909,2019-02-02 23:33:58,"fraud_Kling, Howe and Schneider",home,94.75,F,Notrees,TX,23,Cytogeneticist,1328225638,0,55
910,2019-02-03 00:22:06,fraud_Huels-Hahn,gas_transport,53.33,F,Hurley,SD,811,Neurosurgeon,1328228526,0,52
911,2019-02-03 01:04:36,fraud_Heller-Langosh,gas_transport,85.8,M,Lima,OH,86954,"Copywriter, advertising",1328231076,0,32
912,2019-02-03 01:58:33,fraud_Klein Group,entertainment,53.13,F,Darien,GA,5989,Tax adviser,1328234313,0,57
913,2019-02-03 02:50:45,"fraud_Rutherford, Homenick and Bergstrom",grocery_net,62.65,F,Dongola,IL,2263,Scientific laboratory technician,1328237445,0,40
914,2019-02-03 03:51:11,fraud_Denesik and Sons,shopping_pos,1.2,F,Hawley,MN,4508,Naval architect,1328241071,0,75
915,2019-02-03 05:05:47,"fraud_Kerluke, Kertzmann and Wiza",misc_net,527.6,F,Greendale,WI,13973,Logistics and distribution manager,1328245547,0,43
916,2019-02-03 06:03:52,fraud_Jast-McDermott,shopping_pos,7.85,F,Cascade Locks,OR,1288,Barrister,1328249032,0,88
917,2019-02-03 07:04:38,fraud_Morissette PLC,shopping_pos,6.33,M,Freedom,WY,471,"Education officer, museum",1328252678,0,57
918,2019-02-03 07:55:05,fraud_Huels-Hahn,gas_transport,54.81,F,Manville,WY,241,Educational psychologist,1328255705,0,44
919,2019-02-03 08:34:48,fraud_Sporer Inc,gas_transport,48.51,F,Allentown,PA,166081,"Scientist, research (maths)",1328258088,0,26
920,2019-02-03 09:32:17,fraud_Welch Inc,misc_net,6.26,M,Monmouth Beach,NJ,3279,Health promotion specialist,1328261537,0,46
921,2019-02-03 10:34:37,"fraud_Rowe, Batz and Goodwin",grocery_pos,49.81,M,New Holstein,WI,5196,Child psychotherapist,1328265277,0,46
922,2019-02-03 11:33:14,"fraud_Robel, Cummerata and Prosacco",gas_transport,72.03,F,Albany,NY,151022,"Designer, textile",1328268794,0,85
923,2019-02-03 12:16:14,fraud_Padberg-Rogahn,entertainment,43.47,F,Ronceverte,WV,4575,Statistician,1328271374,0,33
924,2019-02-03 12:43:17,fraud_Ruecker-Mayert,kids_pets,94.37,F,Girard,GA,1100,"Conservator, museum/gallery",1328272997,0,74
925,2019-02-03 13:19:10,fraud_Weber and Sons,food_dining,40.04,F,Maysville,KY,14228,Advertising account executive,1328275150,0,53
926,2019-02-03 14:08:43,"fraud_Walter, Hettinger and Kessler",personal_care,30.16,F,Georgetown,MN,346,"Research officer, trade union",1328278123,0,48
927,2019-02-03 14:39:18,fraud_Berge-Ullrich,home,34.86,F,Bagley,WI,878,Risk analyst,1328279958,0,50
928,2019-02-03 15:12:52,fraud_Denesik and Sons,shopping_pos,8.04,F,Rocky Mount,MO,1847,Tax inspector,1328281972,0,36
929,2019-02-03 15:54:28,fraud_Lesch Ltd,shopping_pos,4.05,F,Conway,WA,85,"Research officer, political party",1328284468,0,40
930,2019-02-03 16:25:58,"fraud_Torp, Muller and Borer",health_fitness,107.94,F,Vienna,GA,7420,Phytotherapist,1328286358,0,67
931,2019-02-03 16:55:12,fraud_Friesen-Ortiz,personal_care,13.93,F,Thomas,OK,1675,Barrister,1328288112,0,38
932,2019-02-03 17:41:45,fraud_Bogisich-Homenick,misc_net,4.98,F,Beaver Falls,PA,28425,Podiatrist,1328290905,0,24
933,2019-02-03 18:16:16,"fraud_Hoppe, Harris and Bednar",entertainment,15.32,F,Fort Washakie,WY,1645,Information systems manager,1328292976,0,38
934,2019-02-03 18:48:59,"fraud_Brown, Homenick and Lesch",health_fitness,88.93,M,Bowdoin,ME,3224,"Engineer, electronics",1328294939,0,27
935,2019-02-03 19:28:56,fraud_Ruecker-Mayert,kids_pets,141.11,F,Allentown,PA,166081,"Scientist, research (maths)",1328297336,0,26
936,2019-02-03 20:00:09,fraud_Wuckert-Goldner,home,52.03,M,Mallie,KY,798,Facilities manager,1328299209,0,98
937,2019-02-03 20:44:02,fraud_Schuppe LLC,entertainment,12.2,F,Henderson,WV,642,Building services engineer,1328301842,0,78
938,2019-02-03 21:20:41,"fraud_Bahringer, Schoen and Corkery",shopping_pos,7.25,M,Bowdoin,ME,3224,"Engineer, electronics",1328304041,0,27
939,2019-02-03 22:03:57,fraud_Kautzer and Sons,personal_care,15.24,F,Falls Church,VA,116155,Chartered accountant,1328306637,0,41
940,2019-02-03 22:34:52,fraud_Jast Ltd,shopping_net,5.49,F,Conway,WA,85,"Research officer, political party",1328308492,0,40
941,2019-02-03 23:08:39,fraud_Dietrich-Fadel,health_fitness,50.26,F,Lawn,PA,213,Special educational needs teacher,1328310519,0,52
942,2019-02-03 23:44:29,"fraud_Hills, Hegmann and Schaefer",health_fitness,9.63,F,Ruidoso,NM,8874,Licensed conveyancer,1328312669,0,24
943,2019-02-04 00:12:53,fraud_Corwin-Collins,gas_transport,80.78,M,Linthicum Heights,MD,9784,"Conservator, furniture",1328314373,0,100
944,2019-02-04 00:58:11,fraud_Spencer-Runolfsson,misc_pos,40.05,M,Shelter Island,NY,1858,Clinical biochemist,1328317091,0,40
945,2019-02-04 01:52:23,fraud_Koelpin and Sons,misc_net,116.46,M,Hampton,FL,2060,Oncologist,1328320343,0,41
946,2019-02-04 02:36:18,"fraud_Moen, Reinger and Murphy",grocery_pos,219.82,F,North Wilkesboro,NC,21134,Dispensing optician,1328322978,0,40
947,2019-02-04 03:19:53,fraud_Vandervort-Funk,grocery_pos,71.58,F,Barneveld,NY,1684,IT trainer,1328325593,0,30
948,2019-02-04 04:16:05,fraud_Hackett-Lueilwitz,grocery_pos,86.57,F,Ridgeland,MS,24645,"Scientist, clinical (histocompatibility and immunogenetics)",1328328965,0,58
949,2019-02-04 05:01:33,fraud_Gutmann Ltd,grocery_net,100.45,F,Kingsport,TN,87124,Warden/ranger,1328331693,0,37
950,2019-02-04 05:39:24,fraud_Rodriguez Group,gas_transport,66.97,F,Gadsden,AL,67082,Physiological scientist,1328333964,0,61
951,2019-02-04 06:25:51,"fraud_Swaniawski, Bahringer and Ledner",grocery_net,35.08,F,Indianapolis,IN,910148,Firefighter,1328336751,0,49
952,2019-02-04 07:12:26,fraud_McCullough LLC,misc_pos,27.49,F,Dubre,KY,341,Insurance risk surveyor,1328339546,0,92
953,2019-02-04 08:03:33,fraud_Lesch Ltd,shopping_pos,139.53,M,Cokeburg,PA,632,Dealer,1328342613,0,35
954,2019-02-04 08:58:33,fraud_Collier Inc,grocery_net,78.6,F,Eldridge,AL,1186,Politician's assistant,1328345913,0,38
955,2019-02-04 09:49:31,fraud_Lemke-Gutmann,shopping_net,107.68,M,Indian Wells,CA,4677,Learning mentor,1328348971,0,69
956,2019-02-04 10:40:38,fraud_Auer-Mosciski,grocery_pos,117.43,F,North Prairie,WI,2328,Applications developer,1328352038,0,82
957,2019-02-04 11:26:12,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,3.6,F,Henderson,WV,642,Building services engineer,1328354772,0,78
958,2019-02-04 12:09:15,fraud_Johns Inc,entertainment,78.27,F,Tomahawk,WI,9594,Seismic interpreter,1328357355,0,27
959,2019-02-04 12:38:42,"fraud_Schaefer, Fay and Hilll",entertainment,6.13,M,Haines City,FL,33804,Exercise physiologist,1328359122,0,33
960,2019-02-04 13:10:16,fraud_Carroll PLC,health_fitness,30.09,F,Thompson,UT,46,"Surveyor, minerals",1328361016,0,37
961,2019-02-04 13:35:27,fraud_Jakubowski Inc,home,131.38,F,Saint Amant,LA,10076,"Surveyor, rural practice",1328362527,0,47
962,2019-02-04 14:08:55,fraud_Murray-Smitham,grocery_pos,70.14,F,Clarks Mills,PA,606,Energy manager,1328364535,0,27
963,2019-02-04 14:38:50,fraud_Waelchi Inc,kids_pets,113.52,M,Knowlesville,NY,275,TEFL teacher,1328366330,0,60
964,2019-02-04 15:12:42,fraud_Dare-Marvin,entertainment,73.6,M,Acworth,NH,477,Naval architect,1328368362,0,36
965,2019-02-04 15:36:02,fraud_Schoen-Quigley,kids_pets,13.52,M,Hancock,MD,3766,Press photographer,1328369762,0,40
966,2019-02-04 16:05:49,"fraud_Labadie, Treutel and Bode",shopping_net,6.23,F,Redford,MO,241,Investment analyst,1328371549,0,50
967,2019-02-04 16:45:36,fraud_Bogisich-Weimann,kids_pets,189.88,M,Scarborough,ME,18760,Make,1328373936,0,91
968,2019-02-04 17:12:01,"fraud_Hahn, Douglas and Schowalter",travel,4.14,F,Garrattsville,NY,165,Naval architect,1328375521,0,79
969,2019-02-04 17:39:47,fraud_Bednar PLC,kids_pets,17.41,F,Clarks Mills,PA,606,Energy manager,1328377187,0,27
970,2019-02-04 18:08:46,fraud_Bins-Howell,personal_care,35.29,F,Breesport,NY,520,Psychotherapist,1328378926,0,33
971,2019-02-04 18:40:08,fraud_Jakubowski Inc,home,24.38,M,Southfield,MI,75830,"Engineer, automotive",1328380808,0,49
972,2019-02-04 19:09:34,fraud_Schimmel-Olson,kids_pets,35.84,F,Cromona,KY,502,Chief Financial Officer,1328382574,0,64
973,2019-02-04 19:39:56,fraud_Hoppe-Parisian,kids_pets,115.15,M,Lakeview,MI,4474,Emergency planning/management officer,1328384396,0,48
974,2019-02-04 20:15:24,fraud_Block Group,misc_pos,3.75,M,Heidelberg,MS,4573,"Exhibitions officer, museum/gallery",1328386524,0,36
975,2019-02-04 20:38:50,fraud_Rau-Grant,kids_pets,126.53,F,Gadsden,AL,67082,Ceramics designer,1328387930,0,54
976,2019-02-04 21:08:38,"fraud_Medhurst, Cartwright and Ebert",personal_care,2.31,M,Conway,NH,3807,Surgeon,1328389718,0,25
977,2019-02-04 21:38:10,fraud_Schmidt and Sons,shopping_net,9.64,F,Bagley,WI,878,Risk analyst,1328391490,0,50
978,2019-02-04 22:10:49,"fraud_Jones, Sawayn and Romaguera",misc_net,145.98,F,Hedrick,IA,1583,Geochemist,1328393449,0,25
979,2019-02-04 22:36:37,fraud_Cole PLC,grocery_pos,108.68,M,Hudson,NY,17867,Travel agency manager,1328394997,0,26
980,2019-02-04 23:00:36,"fraud_Windler, Goodwin and Kovacek",home,1.45,M,Emmons,MN,744,Communications engineer,1328396436,0,56
981,2019-02-04 23:27:06,"fraud_Armstrong, Walter and Gottlieb",food_dining,136.11,F,Tupper Lake,NY,6120,Chartered loss adjuster,1328398026,0,48
982,2019-02-04 23:59:20,fraud_Kozey-Boehm,shopping_net,540.82,F,Scotland,MD,313,Insurance underwriter,1328399960,0,48
983,2019-02-05 00:42:03,fraud_Schamberger-O'Keefe,grocery_pos,141.66,M,Varnell,GA,74,Pensions consultant,1328402523,0,80
984,2019-02-05 01:28:06,"fraud_Baumbach, Feeney and Morar",shopping_net,78.76,M,Cokeburg,PA,632,Dealer,1328405286,0,35
985,2019-02-05 02:21:40,fraud_Marks Inc,gas_transport,60.85,M,Sacramento,CA,757530,Magazine features editor,1328408500,0,45
986,2019-02-05 03:05:51,fraud_Doyle Ltd,grocery_pos,196.19,F,Moundsville,WV,16183,Physiotherapist,1328411151,0,47
987,2019-02-05 03:53:49,fraud_Conroy-Cruickshank,gas_transport,71.66,M,Woodville,AL,3395,"Editor, commissioning",1328414029,0,45
988,2019-02-05 04:35:14,"fraud_Heller, Gutmann and Zieme",grocery_pos,104.57,F,Cottekill,NY,722,Comptroller,1328416514,0,34
989,2019-02-05 05:24:28,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,71.3,F,Edisto Island,SC,2408,"Sales professional, IT",1328419468,0,27
990,2019-02-05 06:15:39,fraud_Wisozk and Sons,misc_pos,1.5,F,Cromona,KY,502,Chief Financial Officer,1328422539,0,64
991,2019-02-05 07:02:22,fraud_Kuphal-Predovic,misc_net,6.36,M,Cuyahoga Falls,OH,47772,Equities trader,1328425342,0,58
992,2019-02-05 07:49:33,"fraud_Casper, Hand and Zulauf",grocery_pos,79.89,M,Riverton,WY,19408,"Lecturer, higher education",1328428173,0,31
993,2019-02-05 08:47:05,"fraud_Olson, Becker and Koch",gas_transport,44.73,F,Smiths Grove,KY,6841,"Therapist, sports",1328431625,0,25
994,2019-02-05 09:38:46,fraud_Kutch and Sons,grocery_pos,60.4,M,Murrayville,IL,1512,Commercial/residential surveyor,1328434726,0,21
995,2019-02-05 10:34:36,fraud_Hintz-Bruen,grocery_net,81.41,F,Moundsville,WV,16183,Physiotherapist,1328438076,0,47
996,2019-02-05 11:18:03,"fraud_Terry, Johns and Bins",misc_pos,4.61,F,North Washington,PA,139,Patent attorney,1328440683,0,70
997,2019-02-05 12:02:55,fraud_Deckow-Dare,food_dining,6.09,M,Woodville,AL,3395,"Editor, commissioning",1328443375,0,45
998,2019-02-05 12:25:25,"fraud_Prosacco, Kreiger and Kovacek",home,76.89,M,Oak Hill,NY,277,Glass blower/designer,1328444725,0,53
999,2019-02-05 13:01:53,fraud_Torphy-Goyette,shopping_pos,348.0,F,Indianapolis,IN,910148,Firefighter,1328446913,0,49
1000,2019-02-05 13:43:38,fraud_Hackett Group,travel,9.23,F,May,TX,1791,Corporate investment banker,1328449418,0,59
1001,2019-02-05 14:05:38,fraud_Berge-Ullrich,home,1.29,M,June Lake,CA,633,Health service manager,1328450738,0,97
1002,2019-02-05 14:31:42,"fraud_Ritchie, Oberbrunner and Cremin",travel,3.29,F,Deane,KY,230,"Conservation officer, historic buildings",1328452302,0,27
1003,2019-02-05 15:00:29,"fraud_Schiller, Blanda and Johnson",home,88.06,M,Premier,WV,337,Advice worker,1328454029,0,38
1004,2019-02-05 15:32:30,fraud_Howe Ltd,misc_pos,9.67,F,Littleton,CO,320420,Water engineer,1328455950,0,49
1005,2019-02-05 16:06:39,"fraud_Nienow, Barrows and Romaguera",personal_care,4.08,F,Smith River,CA,1930,Web designer,1328457999,0,41
1006,2019-02-05 16:41:22,fraud_Kirlin and Sons,personal_care,19.15,F,Bonita Springs,FL,51427,Claims inspector/assessor,1328460082,0,33
1007,2019-02-05 17:13:58,fraud_Conroy-Emard,food_dining,15.6,M,Bowdoin,ME,3224,"Engineer, electronics",1328462038,0,27
1008,2019-02-05 17:44:22,fraud_Gaylord-Powlowski,home,40.98,F,Littleton,CO,320420,Water engineer,1328463862,0,49
1009,2019-02-05 18:11:49,"fraud_Streich, Rolfson and Wilderman",kids_pets,26.22,F,Lowville,NY,8830,Theme park manager,1328465509,0,33
1010,2019-02-05 18:43:46,"fraud_Kilback, Nitzsche and Leffler",travel,7.66,F,Cleveland,TX,34153,Building surveyor,1328467426,0,29
1011,2019-02-05 19:16:47,fraud_Leannon-Nikolaus,travel,477.07,M,Fiddletown,CA,832,Immigration officer,1328469407,0,37
1012,2019-02-05 19:38:31,fraud_Fisher-Schowalter,shopping_net,9.24,F,Sunflower,MS,1686,"Education officer, community",1328470711,0,38
1013,2019-02-05 20:08:27,fraud_Block Group,misc_pos,23.14,M,Belgrade,MT,18182,"Engineer, drilling",1328472507,0,49
1014,2019-02-05 20:35:55,fraud_Pollich LLC,home,85.42,M,Schaefferstown,PA,823,Gaffer,1328474155,0,42
1015,2019-02-05 21:08:24,fraud_Berge-Ullrich,home,27.53,M,East Troy,WI,9679,"Engineer, production",1328476104,0,33
1016,2019-02-05 21:43:45,fraud_Reilly LLC,home,72.27,M,Fenelton,PA,2054,Communications engineer,1328478225,0,48
1017,2019-02-05 22:17:50,"fraud_Conroy, Balistreri and Gorczany",health_fitness,28.6,F,Hedrick,IA,1583,Geochemist,1328480270,0,25
1018,2019-02-05 22:48:19,fraud_Larson-Moen,entertainment,14.16,M,Warren,MI,134056,"Doctor, hospital",1328482099,0,44
1019,2019-02-05 23:16:54,fraud_Jerde-Hermann,travel,5.44,F,Keisterville,PA,184,Systems developer,1328483814,0,79
1020,2019-02-05 23:45:36,"fraud_Okuneva, Schneider and Rau",shopping_pos,168.8,F,Shields,ND,77,Film/video editor,1328485536,0,34
1021,2019-02-06 00:59:55,fraud_Hamill-Daugherty,misc_net,151.48,F,Sherman,TX,46563,Systems developer,1328489995,0,54
1022,2019-02-06 02:32:34,fraud_Pacocha-Bauch,shopping_pos,6.92,F,Veedersburg,IN,4049,"Development worker, community",1328495554,0,65
1023,2019-02-06 04:09:12,fraud_Kiehn Inc,grocery_pos,106.95,F,Uledi,PA,328,Tree surgeon,1328501352,0,41
1024,2019-02-06 05:49:11,fraud_Wisozk and Sons,misc_pos,250.54,F,Meridian,TX,2526,Phytotherapist,1328507351,0,54
1025,2019-02-06 07:17:56,"fraud_Robel, Cummerata and Prosacco",gas_transport,73.85,M,Utica,PA,1102,Garment/textile technologist,1328512676,0,35
1026,2019-02-06 08:40:38,fraud_Pfeffer LLC,grocery_net,41.07,M,Southfield,MI,75830,"Engineer, automotive",1328517638,0,49
1027,2019-02-06 10:27:32,fraud_Conroy-Cruickshank,gas_transport,65.74,F,Albuquerque,NM,641349,Charity officer,1328524052,0,57
1028,2019-02-06 12:01:20,fraud_Reichel LLC,personal_care,16.49,F,Lagrange,WY,635,Product/process development scientist,1328529680,0,51
1029,2019-02-06 12:59:15,fraud_Yost-Rogahn,personal_care,35.47,M,Paint Rock,AL,653,Paediatric nurse,1328533155,0,58
